courseTitle|courseCode|subterm|creditHours|instructor|courseDays|timeSlot|buildingCode|room|comments
Fiction Workshop|WRIT 3303 R    1|Year|10|Melvin Bukiet|W|3:35 PM - 5:30 PM|SHEFF|02|Sophomores &amp; above (Fiction)
Fiction Workshop|WRIT 3310 R    1|Year|10|April Mosolino|M|3:35 PM - 5:30 PM|SHEFF|01|Open (Fiction)
Writing and Reading Fiction|WRIT 3312 R    1|Year|10|Brian Morton|M|1:00 PM - 3:25 PM|ANDH|104|Open (Fiction)
Forms and Fictions|WRIT 3315 R    1|Spring|5|Myra Goldberg|W|11:05 AM - 1:00 PM|ANDH|103|Open (Fiction)
Episodes|WRIT 3322 R    1|Fall|5|Myra Goldberg|M|11:05 AM - 1:00 PM|ANDH|101|Open (Fiction)
Fiction Workshop: The Short Story|WRIT 3323 R    1|Year|10|Rattawut Lapcharoensap|M  R|11:05 AM - 12:30 PM|ANDH|103|Open (Fiction)
Words and Pictures|WRIT 3324 R    1|Spring|5|Myra Goldberg|M|11:05 AM - 1:00 PM|ANDH|101|Open (Fiction)
Memory and Fiction|WRIT 3328 R    1|Fall|5|Victoria Redel|W|9:00 AM - 10:55 AM|ANDH|101|Intermediate (Fiction)
The Enemies of Fiction: A Fiction Writing Workshop|WRIT 3330 R    1|Year|10|David Hollander|F|11:05 AM - 1:00 PM|ANDH|103|Open (Fiction)
The Revolution Will Not Be Televised: Writ/Prod Audio Fiction|WRIT 3351 R    1|Spring|5|Ann Heppermann|R|3:35 PM - 5:30 PM|HEIM|209A| 
The Revolution Will Not Be Televised: Writ/Prod Audio Fiction|WRIT 3351 R    1|Spring|5|Ann Heppermann|R|3:35 PM - 5:30 PM|HEIM|211|Open (Fiction)
Fiction Workshop: Asian American Writing|WRIT 3352 R    1|Fall|5|Rattawut Lapcharoensap|M W|3:35 PM - 5:00 PM|ANDH|103|Open (Fiction)
The Voice|WRIT 3353 R    1|Fall|5|Nelly Reifler|W|1:30 PM - 3:25 PM|ANDH|103|Open (Fiction)
The Rules--and How to Break Them|WRIT 3356 R    1|Spring|5|Nelly Reifler|W|1:30 PM - 3:25 PM|BATES|206|Open (Fiction)
Speculative Fiction Workshop|WRIT 3370 R    1|Fall|5|Chandler Smith|M|1:30 PM - 3:25 PM|SLON|2|Open (Fiction)
Speculative Fiction Workshop|WRIT 3370 R    2|Spring|5|Chandler Smith|M|1:30 PM - 3:25 PM|SLON|2|Open (Fiction)
Hybrids of Poetry and Prose|WRIT 3505 R    1|Year|10|Jeffrey McDaniel|R|11:05 AM - 1:30 PM|ANDH|101|Open (Poetry)
Kitchen Sink: A Poetry Writing Workshop|WRIT 3511 R    1|Fall|5|James Hoch|T|11:05 AM - 1:00 PM|SHEFF|01|Open (Poetry)
Poetry Workshop : The Zuihitsu|WRIT 3545 R    1|Year|10|Suzanne Gardinier|T|9:00 AM - 10:55 AM|ANDH|101|Open (Poetry)
Poetry Workshop : Bedford Hills|WRIT 3545 R    2|Spring|5|Suzanne Gardinier|R|6:00 PM - 9:00 PM|OFFCM| |Bedford Hills (Poetry)
Poetry Workshop: On Collecting / Collections|WRIT 3548 A    1|Spring|5|Matthea Harvey|T|11:05 AM - 1:00 PM|SLON|2|Sophomores and above (Poetry)
Funny Ha-Ha|WRIT 3549 R    1|Fall|5|Jeffrey McDaniel|T|11:05 AM - 1:30 PM|WEST|104|Open (Poetry)
Contemporary American Poetry|WRIT 3552 R    1|Spring|5|Jeffrey McDaniel|T|11:05 AM - 1:30 PM|TWEED|LR|Open (Poetry)
Nonfiction Laboratory|WRIT 3702 R    1|Fall|5|Stephen O'Connor|W|3:35 PM - 5:30 PM|SLON|SR|Open (Nonfiction)
Edgy Memoirs|WRIT 3708 R    1|Fall|5|Mary Morris|M|3:35 PM - 5:30 PM|TWEED|LR|Open (Nonfiction)
Wrongfully Accused|WRIT 3717 R    1|Year|10|Marek Fuchs|T|3:35 PM - 5:30 PM|ANDH|104|Open (Nonfiction)
Dream Logic|WRIT 3718 R    1|Spring|5|Stephen O'Connor|W|3:35 PM - 5:30 PM|SLON|2|Open (Nonfiction)
A Question of Character: The Art of the Profile|WRIT 3728 R    1|Spring|5|Alice Truax|R|3:35 PM - 5:30 PM|SLON|SR|Open (Nonfiction)
Workshop in Personal Essay|WRIT 3739 R    1|Spring|5|Jacob Slichter|W|3:35 PM - 5:30 PM|SLON|SR|Open (Nonfiction)
Narrative Podcasting and Production|WRIT 3752 R    1|Fall|5|Ann Heppermann|R|3:35 PM - 5:30 PM|HEIM|211|Open (Nonfiction)
Narrative Podcasting and Production|WRIT 3752 R    1|Fall|5|Ann Heppermann|R|3:35 PM - 5:30 PM|HEIM|209A| 
Writing Environments|WRIT 3755 R    1|Year|10|Kate Zambreno|W|1:30 PM - 3:25 PM|SLON|SR|Open (Nonfiction)
Creative Nonfiction Writing|WRIT 3761 R    1|Fall|5|Jo Ann Beard|W|9:00 AM - 10:55 AM|WREX|LIB|Interm/Adv (Nonfiction)
Reading and Writing Personal Essays|WRIT 3763 R    1|Fall|5|Clifford Thompson|W|11:05 AM - 1:00 PM|ANDH|103|Open (Nonfiction)
Nonfiction Workshop: The World and You|WRIT 3767 R    1|Spring|5|Clifford Thompson|W|11:05 AM - 1:00 PM|SLON|SR|Open (Nonfiction)
Nonfiction Workshop: Writing the Reflective Essay|WRIT 3771 R    1|Fall|5|Brian Morton|T|3:35 PM - 6:00 PM|ANDH|101|Open (Nonfiction)
